Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,index_col
3.0,1252.6482720000001,301691.4841,Education,417.54942410000007,Yes,722.5287994,No,Female,After_16:00,0.717084147,0.045887804000000004,5.64835978,9.492624342000001,5.9081963029999995,8.258330645,7792.0,43.42719768,378.91974910000005,7983.1274920000005,58681.781520000004,,522047.8659,19.46586112,322.3704772,81.12748545,174775.07100000003,100.0,30-45,1.0,762.959176,13.0,Public_or_other,Industry_or_other,699.3570437000001,0.0,Yes,4544
10.0,700.2484423,124386.4274,Other,233.4161474,No,532.8955548,No,Male,By_16:00,0.793417622,0.057729305,9.178247382,8.456490396,7.522111442000001,0.767370914,8264.0,29.81601898,399.6816922,6128.318933,51982.8729,Maybe,283977.6724,19.99204072,108.2569156,8.393209102,54726.514039999995,50.0,30-45,4.0,651.0272762,11.0,Public_or_other,Student_or_Unemployed,476.0483954,2.0,Yes,3784
3.0,355.79118569999997,59399.99192000001,Military,118.5970619,No,500.85551,No,Male,By_16:00,0.030536134,0.885747092,7.156246509,3.21427848,3.2219933089999997,4.37955542,5454.0,66.3407526,441.9886,5892.5323,53335.9226,Maybe,250856.2419,21.02352492,105.90237900000001,2.294234745,14193.86015,30.0,30-45,3.0,653.5772678,5.0,,Services_or_Retail,411.4039535,2.0,No,9963
10.0,281.1267126,40930.214680000005,Financial,93.70890419,No,436.7804216,Yes,Female,After_16:00,0.31505717,0.594075946,8.155096287000001,2.8795952789999997,4.360738973999999,5.688423081,5669.0,44.62501502,479.651291,5327.106798,57524.16414,No,190777.1367,21.900942699999998,67.14176338,60.80399218,8885.067629000001,60.0,Below_30,1.0,730.2945017999999,10.0,Foot_or_bicycle,Hightech,509.86059539999997,0.0,Yes,7894
2.0,625.0889030000001,,Financial,208.36296769999998,No,292.35616600000003,,Male,After_16:00,0.597395582,0.522330828,5.621518357999999,1.307584543,5.528341029,7.4913368789999994,9888.0,44.36156857,365.6207617,3654.803183,43384.03939,No,85472.12778,19.12121235,267.3693641,92.46828901,43633.48926,60.0,30-45,1.0,557.5187289,6.0,Motorcycle_or_truck,Hightech,398.4488536,0.0,Yes,4893
2.0,588.0128386,72994.16642000001,Environment,196.0042795,No,372.41108510000004,Yes,Male,By_16:00,0.7135713840000001,0.619324165,8.754905576,2.362377355,7.535561502,1.060810382,9463.0,31.89568312,408.61145289999996,4541.333757,48840.5765,No,138690.0163,20.21413993,173.0950062,59.80159799,38623.681880000004,90.0,Below_30,3.0,618.4842818,8.0,Foot_or_bicycle,Student_or_Unemployed,426.9857313,0.0,No,7271
6.0,99.20098235,12669.87052,Environment,33.06699412,No,383.1576126,Yes,Male,After_16:00,0.499102996,0.7462614870000001,5.34111775,9.030161507,1.171939243,6.738830935,4164.0,99.95135323,348.4060462,4528.388218,43886.92351,No,146809.7561,18.66563811,210.2107475,94.32192601,1136.493094,90.0,30-45,3.0,558.4194725,,Motorcycle_or_truck,Hightech,413.0765394,1.0,No,9559
5.0,103.5622966,13471.37031,Environment,34.52076553,No,390.23961660000003,Yes,Male,After_16:00,0.865287063,0.638947873,1.0398215990000002,2.897124616,9.13659614,3.365402364,7297.0,68.01428427,484.8530296,4872.102225,58824.4737,No,152286.9584,22.019378500000002,138.26235380000003,49.28192797,1236.204018,90.0,Below_30,3.0,766.7429457999999,15.0,Public_or_other,Public_Sector,582.7025150000001,0.0,Yes,4878
10.0,1074.609586,128993.6971,Healthcare,358.2031953,Yes,360.11319489999994,Yes,Female,By_16:00,0.68047337,0.48505220200000004,4.22718365,4.875030492,5.761957162000001,4.629579596,5498.0,35.32245553,602.6492390999999,4806.430427,68497.02038,Yes,129681.5131,24.54891523,208.5962059,65.98945332,128677.7323,80.0,30-45,0.0,886.2903507000001,14.0,Motorcycle_or_truck,Industry_or_other,615.789432,2.0,Yes,6687
8.0,217.7885028,21505.36656,Financial,72.5961676,No,296.2328077,Yes,Male,By_16:00,0.47511127799999997,0.734876034,0.9875555779999999,3.862258743,3.7420644610000005,9.826131088,9626.0,69.38687684,480.6669478999999,3923.6619729999998,58266.56509,No,87753.87637,21.92411795,249.39528230000002,28.45646534,5352.799717,60.0,45_and_up,3.0,783.4681324000001,12.0,Motorcycle_or_truck,Student_or_Unemployed,642.489197,0.0,No,7428
9.0,,107207.32699999999,Environment,255.83372819999997,No,419.0507944,Yes,Female,By_16:00,0.754153352,0.345483548,5.451436799,7.39338917,1.4246682569999998,2.721555023,5293.0,67.66229342,368.88572719999996,4928.279398,47032.87814,No,175603.5683,19.20639808,,10.05075048,65716.73024,90.0,Below_30,3.0,599.9491135,15.0,Car,Hightech,452.0937592,0.0,Yes,8048
9.0,347.6026375,,Social,115.86754579999999,No,432.6484198,Yes,Male,By_16:00,0.7451114190000001,0.13656903,6.81620104,1.337622316,3.707664793,9.059605955,5269.0,91.76385093,366.71054689999994,5059.905292,47241.22754,No,187184.6551,,154.95373480000003,38.47645782,13551.155719999999,70.0,30-45,2.0,602.6382614,13.0,Motorcycle_or_truck,Hightech,458.66785430000004,0.0,No,3495
2.0,426.700501,59425.96832000001,Military,142.2335003,No,417.8057081,Yes,Female,By_16:00,0.8228061879999999,0.300811991,9.62519502,4.188466873,1.458547839,4.104459258,6628.0,75.42561193,462.56860159999997,5103.194284,53937.74883,Maybe,174561.6097,21.50740806,115.8955962,63.909198200000006,20382.60211,30.0,45_and_up,0.0,671.7784788,7.0,Motorcycle_or_truck,Industry_or_other,427.372333,0.0,Yes,3037
1.0,1539.173074,84424.52877,Environment,513.0576914,Yes,164.5517262,Yes,Male,After_16:00,0.198584801,0.068273403,7.493459477999999,5.030240887,2.8673864669999998,1.461353695,6948.0,25.58915899,360.9835482,2367.484359,45559.65739,Yes,27077.2706,18.99956705,377.61254489999993,70.44719609,263751.2524,90.0,Below_30,2.0,643.1576309999999,12.0,Motorcycle_or_truck,Hightech,603.6345299999999,2.0,Yes,6049
3.0,572.4146131,65955.41399,Financial,190.804871,No,345.6694456,Yes,Male,After_16:00,0.735538848,0.159549942,8.981795514,7.8746634470000005,5.498206499,6.069441793999999,3566.0,37.83566162,381.67756010000005,4220.049575999999,46023.07012,No,119487.3656,19.53656982,211.07564669999996,36.76414809,36607.303680000005,60.0,45_and_up,1.0,587.0438082000001,6.0,Foot_or_bicycle,Student_or_Unemployed,417.934119,1.0,No,295
10.0,132.5008324,18587.70461,Healthcare,44.16694413,No,420.8510455,Yes,Female,By_16:00,0.42126666100000004,0.6482251920000001,5.893905216,1.449925357,3.137860859,4.316036017,8486.0,55.57513537,393.5047017,4995.519858,50678.19287,No,177115.6025,19.83695293,134.77348659999998,98.52509459,2004.885898,80.0,Below_30,2.0,658.05127,10.0,Public_or_other,Hightech,523.6238678000001,0.0,No,4148
8.0,240.16094590000003,26773.579830000002,Social,80.05364862,No,334.44546610000003,Yes,Female,By_16:00,0.5555861879999999,0.527556519,3.334865638,,1.631402988,1.4308664340000001,7295.0,19.52441363,412.5894496,4169.63356,48800.9883,No,111853.7698,20.31229799,196.7496476,63.572483999999996,6498.640307,70.0,30-45,2.0,624.519821,7.0,Foot_or_bicycle,Services_or_Retail,439.48953960000006,1.0,Yes,4801
1.0,329.4690514,,Environment,109.82301709999999,No,498.90047680000004,Yes,Male,After_16:00,0.036075103,0.256160492,2.01113164,8.177719561,0.869683269,2.604959719,3511.0,10.35573983,460.15493349999997,5909.314635,56197.46684,No,248901.6858,21.45122219,47.54845807,83.09745882,12180.918109999999,90.0,Below_30,3.0,701.0678368,8.0,Public_or_other,Industry_or_other,474.076698,1.0,Yes,7273
3.0,186.1554243,21521.88894,Education,62.05180809,No,346.83741860000003,Yes,Male,By_16:00,0.954498979,0.978708609,5.87940285,9.567473773,3.2259747080000003,4.701337332,9931.0,72.52182297,409.1598253,4286.693837,50223.78284,No,120296.195,20.22769946,178.12267769999997,69.92827419,3922.478696,100.0,45_and_up,2.0,654.9875998,16.0,Motorcycle_or_truck,Services_or_Retail,504.12003030000005,1.0,Yes,984
10.0,2033.590991,59978.40082,Environment,677.8636636,Yes,88.48151043,Yes,Female,By_16:00,0.20446218300000002,0.605768137,0.19468372,8.650018601000001,4.662526036,8.689560471,5758.0,43.93451116,424.7347745,1734.2846530000002,40281.17245,Yes,7828.977688,20.60909446,509.81959950000004,,460187.0101,90.0,Below_30,4.0,495.41824840000004,15.0,Car,Industry_or_other,208.6176007,0.0,No,1975
9.0,413.2621572,35322.65649,Social,137.7540524,No,256.418275,Yes,Male,After_16:00,0.7891521159999999,0.5314381420000001,4.415230155,1.297205489,0.29614061399999997,8.56981524,4696.0,7.851711707000001,470.18092249999995,3504.5445950000003,56214.77477999999,No,65750.33176,21.68365565,272.8106081,18.47908266,19123.933,70.0,45_and_up,2.0,758.3957514,11.0,Car,Services_or_Retail,619.1821873,0.0,Yes,5053
1.0,242.21451009999998,22405.26687,Education,80.73817005,No,277.50526,Yes,Female,By_16:00,0.345688449,0.731864032,9.410652502000001,1.68834036,0.703604303,5.616981107999999,7738.0,7.446448108999999,346.20875,3467.4701,41916.51654,No,77009.16935,18.60668563,284.0779183,92.09484321,6609.390272,100.0,30-45,1.0,545.9085557999999,9.0,Car,Services_or_Retail,413.1403097,0.0,Yes,2129
4.0,931.4093244999999,99277.42429,Healthcare,310.46977480000004,No,319.76518280000005,Yes,Male,After_16:00,0.6883058870000001,0.8708592709999999,9.547820557,8.991866675,0.964980009,5.353611859,7187.0,94.45294025,362.59238650000003,3922.836601,43591.08853,No,102249.7721,19.041858800000004,248.64731690000002,14.90119393,96711.95086,80.0,Below_30,1.0,557.1724813999999,8.0,Motorcycle_or_truck,Student_or_Unemployed,397.72563060000004,0.0,Yes,6559
7.0,1057.0359460000002,55762.89136,Education,352.34531519999996,,,Yes,Male,After_16:00,,0.20128383,0.917865578,0.347537999,9.010585151,0.922914525,5899.0,79.96967316,554.9710478999999,2692.5625809999997,56568.98747000001,Yes,25046.87599,23.557823499999998,357.0904424,19.81522222,124509.5665,100.0,Below_30,2.0,721.405557,13.0,Public_or_other,Public_Sector,412.21081810000004,0.0,No,8596
9.0,184.77564569999998,17358.36233,Financial,61.591881900000004,No,281.8287377,Yes,Male,By_16:00,0.16062141,0.211274225,8.457305196,1.3739795609999998,2.098739799,6.761112774,5654.0,64.98824775,511.2613893,3840.8101549999997,59898.72262000001,No,79427.43737999999,22.61108996,248.14300260000002,67.39144293,3865.151798,60.0,Below_30,0.0,797.1599271000001,10.0,Car,Student_or_Unemployed,617.6836059999999,0.0,No,5997
8.0,251.2352509,24324.56321,Financial,83.74508362,No,290.4595966,Yes,Male,After_16:00,0.112112725,0.6454375170000001,6.373923607,2.702490136,1.164059497,2.260979011,6966.0,19.94954082,475.4206103,3855.4371869999995,57625.154310000005,No,84366.77729,21.80414204,251.61958340000004,1.206399919,7106.984114,60.0,30-45,2.0,775.4830381,11.0,Motorcycle_or_truck,Student_or_Unemployed,637.1170584,0.0,Yes,8074
4.0,391.0394164,57280.323789999995,Environment,130.3464721,No,439.4466751,Yes,Male,After_16:00,0.6922546190000001,0.12022547300000001,1.860263138,3.2794364839999997,6.264912952,5.677569957999999,9085.0,33.21492805,408.9515434,5212.369836999999,51959.83609,No,193113.3802,20.22255037,109.98880030000001,58.13103991,17130.54927,90.0,Below_30,2.0,667.9384292999999,14.0,Public_or_other,Public_Sector,511.8747454,0.0,No,6417
9.0,440.56404100000003,43087.7778,Education,146.8546803,No,293.4041851,Yes,Male,By_16:00,0.582610713,0.758897017,0.108728486,5.162924472,0.326690364,5.468836158999999,4603.0,54.260519099999996,499.2910347,3932.6239200000005,59810.905329999994,No,86086.01581,22.3448212,253.5258884,70.93518833,21723.15181,100.0,Below_30,2.0,802.1752064,15.0,Public_or_other,Services_or_Retail,646.9457135,0.0,Yes,368
8.0,516.426542,58979.74864,Social,172.14218069999998,No,342.62229289999993,Yes,Male,After_16:00,0.7590260059999999,0.217215238,7.569251996,5.489646611,1.0952708290000002,9.331917018,5709.0,63.63924758,455.2474989,4336.717927000001,52790.96327,No,117390.0356,21.33652968,168.7864571,99.07155307,29815.07255,70.0,30-45,2.0,673.2585517000001,12.0,Car,Industry_or_other,458.5471466,0.0,Yes,8285
6.0,795.7681577000001,72581.96522,Social,265.25605260000003,No,273.6298174,Yes,Female,By_16:00,0.626756316,0.580607997,9.785903234,3.486009135,3.1896765830000002,1.09950718,5437.0,32.01672223,502.3280198,3740.954214,60232.54107000001,No,74873.27697,22.41267543,282.7040258,58.82882816,70636.02947000001,70.0,30-45,2.0,814.1232557,11.0,Motorcycle_or_truck,Industry_or_other,669.3301123,0.0,Yes,9964
7.0,35.62248469,4788.373303,Environment,11.87416156,No,403.2599083,Yes,Male,After_16:00,0.641963462,0.34887802,4.0335150969999995,6.29182209,2.4396043080000003,5.850592402,3446.0,17.06099303,438.0361205,4908.671324,53825.821410000004,No,162618.5536,20.92931247,116.3772495,43.38787613,162.8698744,90.0,Below_30,2.0,693.8522673,11.0,Car,Industry_or_other,,0.0,No,4640
5.0,64.30632208,10942.86824,Healthcare,21.43544069,No,510.5035344,No,Female,By_16:00,0.920438871,0.279504008,3.099016906,2.641114295,5.200409738,6.750896855,3315.0,89.90285851,389.4305673,5883.896479,49871.06308,No,260613.8587,19.73399522,127.96930149999999,25.10914688,490.9135584,80.0,30-45,0.0,619.7565077,9.0,Motorcycle_or_truck,Public_Sector,436.4372875,0.0,Yes,597
8.0,522.4976998,55163.351879999995,Environment,174.1658999,No,316.7287735,Yes,Female,By_16:00,0.07785943599999999,0.5457259010000001,7.905928325,9.183870158,2.214694582,1.797981765,7870.0,29.483526899999998,388.28342660000004,3943.854589,45470.64476,No,100317.116,19.70490869,240.1288069,65.80667405,30517.9266,90.0,Below_30,2.0,577.2927761,9.0,Foot_or_bicycle,Services_or_Retail,392.32962960000003,0.0,No,4704
8.0,638.3580102999999,82722.91719,Environment,212.7860034,,388.7610832,Yes,Female,After_16:00,0.36191337100000004,0.8497497829999999,,7.558977958,9.416224919,9.127391307,9525.0,99.40981998,416.394881,4720.400594,51139.9921,No,151135.1798,20.40575608,139.6878144,63.88597381,45500.66927,90.0,45_and_up,3.0,657.5328753,14.0,Foot_or_bicycle,Student_or_Unemployed,487.8027481000001,1.0,Yes,4604
10.0,98.05711978,10673.60515,Healthcare,32.68570659,No,326.552682,Yes,Female,By_16:00,0.9721936440000001,0.709562233,3.449634872,6.829876869,8.04624232,0.221968875,5305.0,89.88782612,411.7589608,4089.044742,50956.7702,No,106636.6541,20.29184469,199.0717317,87.25599053,1111.041122,80.0,Below_30,1.0,674.2091534,12.0,Foot_or_bicycle,Public_Sector,541.9416409,5.0,Yes,8015
4.0,304.82959960000005,70285.6709,Education,101.60986650000001,No,691.7209253,No,Male,After_16:00,0.89023735,0.231503798,0.9924974759999999,0.564933424,0.645131185,5.455443279,5706.0,15.28689836,649.2715501,8215.752354,74729.37457999999,No,478477.8386,25.48080748,243.84287220000002,86.61305811,10436.174840000001,100.0,45_and_up,0.0,893.2642016000001,11.0,Public_or_other,Services_or_Retail,479.4954281,0.0,Yes,7457
6.0,894.2978278999999,97424.18708999999,Financial,298.099276,No,326.8179259,Yes,Male,By_16:00,0.356363792,0.826537115,5.761295855,8.620095092,2.9188502880000002,1.242351898,9188.0,63.24304519,529.9976007,4328.174461,62506.5042,No,106809.9567,23.02167676,220.1955496,72.88851517,89171.27761,60.0,45_and_up,3.0,826.0011856000001,12.0,Motorcycle_or_truck,Public_Sector,632.6431047,0.0,No,1991
4.0,246.59441600000002,38162.37623,Financial,82.19813865,No,464.2729976,Yes,Female,By_16:00,0.455538767,0.833412382,9.802227499999999,1.366284187,5.94154059,1.7099037019999999,9856.0,63.61981404,442.4785369,5527.68705,54133.64219,No,215549.4163,21.035173800000003,73.49699989,94.01951369,6848.732136,60.0,30-45,1.0,680.3692499,6.0,Foot_or_bicycle,Hightech,471.42253380000005,0.0,No,6740
5.0,980.8993426000001,98575.49265,Healthcare,326.9664475,No,301.48504039999995,Yes,Male,After_16:00,0.109039008,0.177777032,0.30067793800000003,7.026102498999999,4.02190849,5.865294767999999,4365.0,84.96905325,377.58285589999997,3770.016116,48329.621080000004,No,90893.22961000001,19.43149134,242.1460028,10.81685238,107244.0243,80.0,45_and_up,1.0,652.5327900000001,9.0,Foot_or_bicycle,Hightech,565.1194312999999,1.0,No,8726
3.0,297.4790193,51150.082089999996,Social,99.15967309999999,No,515.8355256,No,Female,After_16:00,0.5284588370000001,0.8016731420000001,5.473533561,3.70322204,8.280651465,3.2230376960000005,9733.0,44.97799582,437.38197379999997,6033.119204,54187.38013,No,266086.2895,20.91367911,79.65989522,34.1110718,9941.800442,,45_and_up,2.0,671.9146831,13.0,Motorcycle_or_truck,Public_Sector,453.37470830000007,1.0,No,6465
6.0,1861.6021489999998,388266.2998,Education,620.5340497000001,Yes,625.6970105,No,Female,By_16:00,0.27731362600000004,0.547048034,5.219158446000001,5.609515759,8.10329729,7.233535757,4812.0,38.32810831,464.8988511,7186.767808,58693.11362999999,Yes,391496.749,21.56151319,133.4002069,62.5123828,385693.0409,100.0,Below_30,,717.1603271,14.0,Public_or_other,Public_Sector,472.36332000000004,1.0,No,5246
4.0,428.58666380000005,66163.6804,Healthcare,142.86222130000002,No,463.129299,Yes,Female,After_16:00,0.44794901200000004,0.405760047,8.510240405,5.193943398,2.431667275,9.891896469,4246.0,92.51561535,413.2604004,5457.813791,50855.07655,No,214488.7476,20.32880716,116.60210330000001,96.52553874,20562.47649,80.0,30-45,2.0,633.9222128,7.0,Car,Public_Sector,431.34984510000004,2.0,No,8145
7.0,1530.848322,251998.9209,Healthcare,510.282774,Yes,493.8417163,Yes,Female,By_16:00,0.71916342,0.825765683,3.188326673,8.974665294,1.342140501,5.992926455,3844.0,45.77759311,244.59190279999999,5427.600969,37493.10194,Yes,243879.6408,15.63943422,269.4517298,26.98900481,260908.7922,80.0,Below_30,0.0,476.70037410000003,11.0,Motorcycle_or_truck,Student_or_Unemployed,414.36697999999996,0.0,No,6774
7.0,1258.17266,183360.3793,Environment,419.39088680000003,Yes,437.2063988,Yes,Male,By_16:00,0.309452758,0.302535381,1.7876444919999999,2.331307507,7.851522786,6.473083105,4807.0,78.984875,439.16197259999996,5250.387933,51980.40799,Yes,191149.4351,20.95619175,125.9467366,20.21219961,176318.1068,90.0,45_and_up,0.0,643.6390545,11.0,Foot_or_bicycle,Industry_or_other,409.3452784,1.0,Yes,8688
10.0,742.0976846,93770.61448999999,Social,247.3658949,No,379.07656810000003,Yes,Female,By_16:00,0.054663014,0.059907037,5.505965105,4.4789934460000005,6.974987003,0.9927468490000001,8353.0,96.34735389,417.2479363,4625.261553,50929.67493,No,143699.0445,20.4266477,147.52803219999998,91.79477051,61447.25184,70.0,30-45,4.0,654.8555467,12.0,Public_or_other,Services_or_Retail,482.8494944,0.0,Yes,3910
2.0,271.8695919,39736.39303,Healthcare,90.6231973,No,438.479266,Yes,Male,After_16:00,0.289515567,0.08396585699999999,0.45620362700000006,1.584496244,5.3959600420000005,1.9743938159999999,7301.0,11.08125634,482.10599850000006,5349.004657,57305.76516,No,192264.0667,21.95691232,64.76031302,70.39241625,8313.187087,80.0,30-45,1.0,723.0289287,10.0,Car,Hightech,490.571207,1.0,Yes,3353
10.0,223.02253219999997,27226.80285,Military,74.34084407,No,366.24285330000004,Yes,Female,After_16:00,0.6226934120000001,0.907564478,8.896324239,3.495738532,6.7422532660000005,,8738.0,75.57612646,432.698629,4527.825790999999,49578.777330000004,Maybe,,20.8014093,191.97471950000002,91.51195758,5610.901941,30.0,30-45,1.0,615.9825842,6.0,Car,Hightech,379.8590657,0.0,No,3278
6.0,1143.707592,79864.80348999999,Education,381.23586389999997,Yes,209.48921930000003,Yes,Male,After_16:00,0.8770929690000001,0.9136756140000001,6.701244328,9.448574139,5.096744136,1.560307546,5376.0,34.00724875,367.94836119999997,2830.7889149999996,39259.412730000004,Yes,43885.733,19.18198012,392.0392368,61.86333743,145732.0198,100.0,45_and_up,5.0,488.2378188999999,15.0,Foot_or_bicycle,Public_Sector,272.2707438,0.0,No,2406
10.0,616.9293117000001,76027.27029,Financial,205.6431039,No,369.70493460000006,Yes,Female,After_16:00,0.78534403,,8.092891385,1.183260309,6.795810161,9.412900794,7827.0,77.41373709999999,329.6666912,4356.382729,43851.28009,No,136681.7387,18.15672579,214.86844810000002,65.77719531,42504.729289999996,60.0,30-45,2.0,576.9957526000001,9.0,Motorcycle_or_truck,Hightech,486.65047400000003,2.0,Yes,2247
8.0,202.06668100000002,20685.910219999998,Education,67.35556034,No,307.1151084,Yes,Male,By_16:00,0.048993315999999995,,1.2655128820000001,4.286369462,8.650499238,9.766659446,8989.0,40.32011894,512.8902151000001,4096.931514,62192.53483,No,94319.68981,22.64707962,273.2079427,78.09803749,4614.127069,100.0,45_and_up,3.0,838.8422866000001,12.0,Car,Hightech,693.0591642999999,1.0,No,646
2.0,222.5394,30540.767410000004,Healthcare,74.17979999,No,411.7127226,Yes,Male,By_16:00,0.845443552,0.543697149,9.419166857999999,8.322819916,3.468254781,2.3820996869999997,5606.0,50.5265831,419.77977319999997,4956.686772,52959.91616,No,169507.3659,20.48852784,125.2539969,23.52284351,5586.822526,80.0,Below_30,3.0,688.0691121,12.0,Car,Hightech,538.192088,0.0,No,4839
3.0,487.791722,63327.5392,Social,162.5972407,No,389.4748702,Yes,Female,After_16:00,0.291478853,0.06285155099999999,6.374377992,4.676997159,9.166044048,6.240742451,3257.0,30.5360683,407.2969079,4709.342518,50409.1263,No,151690.6745,20.18159825,144.8273344,10.34120636,26610.459909999998,70.0,30-45,2.0,649.0864623,10.0,Foot_or_bicycle,Services_or_Retail,487.1435163,0.0,Yes,4548
7.0,60.85796007,7829.722045999999,Other,20.28598669,No,385.96703060000004,Yes,Female,By_16:00,0.19764868600000002,0.5892679710000001,3.696289347,3.197738752,3.637610811,6.35801804,7039.0,50.7270209,423.2490767,4706.16846,48957.98942,Maybe,148970.5487,20.57301817,188.4001006,3.348644637,441.8072426,50.0,45_and_up,3.0,605.0996497000001,11.0,Car,Industry_or_other,371.1575553,0.0,Yes,8934
5.0,,210409.425,,370.1521209,Yes,568.4404145,No,Male,After_16:00,0.193437222,0.194143078,0.6212219179999999,8.203250209,5.417582684,1.991545423,3604.0,85.6263323,530.6938562,6745.791856999999,61612.58145,Yes,323124.5048,23.03679353,115.04876090000002,26.57953433,137392.7447,70.0,30-45,,740.8508142999999,12.0,Motorcycle_or_truck,Services_or_Retail,412.7646044,1.0,No,9039
6.0,1826.131184,283597.5782,Education,608.7103948,Yes,465.89902300000006,Yes,Male,By_16:00,0.438827886,0.247481635,0.976678459,5.211345728,9.00523091,2.279484069,4069.0,62.01999593,495.0286666,5649.047563,57555.3942,Yes,217061.8996,22.24923969,72.50396070000001,54.33313972,371147.0551,100.0,Below_30,1.0,710.2204301,14.0,Public_or_other,Hightech,436.2094558,0.0,Yes,7633
9.0,1112.7779189999999,185311.7695,Environment,370.9259731,Yes,499.5923255,Yes,Male,After_16:00,0.840304781,0.7436781090000001,3.20940234,5.249682285,8.693049459,4.340705746,9151.0,98.02752908,628.8628044,6253.648864,73031.99489,Yes,249592.4917,25.07713709,175.19538980000002,85.33676849,137967.0035,90.0,45_and_up,2.0,925.2814304,12.0,Public_or_other,Hightech,618.6913479,1.0,No,6548
,1642.226008,294725.3669,Education,547.4086695,Yes,538.4009851,No,Male,By_16:00,0.612519499,0.051020973,7.78350916,8.072598721,9.274744027999999,3.8889275910000003,4704.0,15.38230276,634.6322552999999,6653.274362,63766.25132999999,Yes,289875.6208,25.19190853,361.1589626,82.63121641,300213.6601,100.0,Below_30,1.0,708.5494361000001,13.0,Public_or_other,Student_or_Unemployed,167.08061569999998,0.0,No,8741
3.0,299.25647189999995,31862.897889999997,Social,99.75215731,No,319.4206395,Yes,Male,By_16:00,0.9217994709999999,0.23760699,0.674108858,2.579646006,3.31979454,6.628102611,5968.0,82.90643899,510.8936568,4215.993709,,No,102029.545,22.60295682,271.0430467,4.260233371,10060.24505,70.0,30-45,1.0,842.663098,10.0,Motorcycle_or_truck,Public_Sector,701.8334858,0.0,No,67
2.0,68.80297138,11303.82299,Foreign_Affairs,22.93432379,No,492.8779714,Yes,Female,After_16:00,0.09431535699999999,0.27590481,5.477271513,3.960167759,7.307747556,1.5915088869999998,4598.0,88.3156298,464.178553,5857.136820000001,55738.34371,Maybe,242928.6947,21.54480339,66.37973170000001,79.99894191,558.9175317,40.0,30-45,1.0,689.3340157,9.0,Motorcycle_or_truck,Services_or_Retail,444.57104169999997,0.0,No,677
10.0,1003.9149150000001,169042.639,Environment,334.6383049,No,505.1502967,No,Female,After_16:00,0.6023173629999999,0.40438670299999996,1.748481402,1.664245171,4.1550127560000005,3.8533768060000004,5439.0,60.93394179,435.2825841,5922.068136,53850.85667000001,No,255176.8223,20.86342695,79.59957991,80.36663868,112327.4334,90.0,30-45,2.0,669.2409835,9.0,Motorcycle_or_truck,Student_or_Unemployed,453.9432562,1.0,No,9915
5.0,1760.1772600000002,260803.8228,Social,586.7257532000001,Yes,444.5072018999999,Yes,Male,By_16:00,0.084319467,0.513779055,9.163992824,4.910834769,3.4640008489999996,1.728331342,6078.0,58.62918699,54.75413983,4554.580298,25233.54752,Yes,197586.6525,7.399604032,455.4392745,65.77490019,344843.8353,70.0,Below_30,2.0,382.78583510000004,13.0,Motorcycle_or_truck,Services_or_Retail,578.1127781,0.0,Yes,129
9.0,120.927325,17584.10727,Other,40.30910833,No,436.23161110000007,Yes,Male,By_16:00,0.605751873,0.42709536,9.107701411,5.345878431,3.3859619380000003,5.178584396000001,8456.0,71.71698662,424.03583489999994,5210.387781,52716.7727,Maybe,190298.0185,20.59213041,99.32327236,45.95094982,1675.133323,50.0,30-45,3.0,672.6025543,7.0,Foot_or_bicycle,Services_or_Retail,494.6942836,0.0,No,8014
7.0,250.52500669999998,27777.126060000002,Financial,83.50833557,No,332.6269872,Yes,Male,After_16:00,0.365607499,0.191074663,1.126316581,7.405027356000001,3.9145611689999997,8.708589715,8285.0,6.104272045,509.6026182,4345.475108,61518.09028,No,110640.7126,22.57437969,229.21606150000002,28.31625862,7067.150445,60.0,45_and_up,3.0,820.0620558999999,11.0,Foot_or_bicycle,Public_Sector,656.3140017000001,0.0,Yes,4541
7.0,470.87284349999993,41138.42172,Healthcare,156.9576145,No,262.098923,Yes,Female,After_16:00,0.090984509,0.873378203,5.580498598999999,7.067923394,6.292437583,8.890154751,7385.0,73.69864795,485.3235977,3591.636425,57284.00958,No,68695.84542,22.03006123,262.0117141,,24802.65037,80.0,30-45,3.0,767.4020012999999,14.0,Car,Services_or_Retail,608.8017421,1.0,No,3450
