Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,index_col
8.0,225.75817990000002,29780.125819999997,Environment,75.25272664,No,395.73484110000004,Yes,Male,After_16:00,0.259512346,0.763586544,6.27126558,4.014064039,4.581433542,9.632845395,,78.26050096,402.843272,4763.034955,49637.23932,No,156606.0645,20.07095593,146.8831365,60.16054803,5748.225593,90.0,30-45,2.0,634.3560213999999,15.0,Car,Student_or_Unemployed,464.447185,0.0,No,9936
9.0,542.0946719,61716.19494,Social,180.698224,No,341.5428972,Yes,Female,By_16:00,0.9183974090000001,0.42037011799999996,7.741107317000001,8.519560355,4.941110285,2.783851672,6189.0,6.176580442000001,376.46439530000004,4168.357763,47291.31289,No,116651.5507,19.40269041,201.00415569999998,1.175214676,32842.54637,70.0,30-45,1.0,620.1012023,12.0,Public_or_other,Public_Sector,494.2579136,4.0,Yes,5539
8.0,349.89277710000005,44510.43271,Education,116.63092569999999,No,381.63490889999997,Yes,Female,After_16:00,0.403435197,0.570094541,9.239689191,3.9559148110000004,0.251547603,8.601025795,6617.0,64.85402989,438.7041183,4693.757326,52099.801960000004,No,145645.2037,20.94526482,139.9965204,4.8263765869999995,13729.40376,100.0,Below_30,3.0,661.5989157,12.0,Motorcycle_or_truck,Services_or_Retail,457.20343660000003,0.0,Yes,579
6.0,2160.428527,424891.0501,Financial,720.1428424,Yes,590.0094051,No,Male,After_16:00,0.772148508,0.665608321,7.945317561,7.133174154,9.18154787,4.338842677,7708.0,15.13947295,531.080821,,59994.66895,Yes,348111.0982,23.04519084,199.1140767,70.92751339,519335.8564,60.0,45_and_up,1.0,699.53984,,Car,Industry_or_other,325.1323211,0.0,No,9207
10.0,,57447.18449,Other,124.76646059999999,No,460.4377188,Yes,Female,After_16:00,0.7137246770000001,0.784844639,9.57303524,4.1526754619999995,4.457392129,3.2272232560000003,7030.0,80.03849101,335.184127,5274.745442,43661.14713,Maybe,212002.8929,18.30803449,200.9117135,56.27080342,15701.43614,50.0,30-45,3.0,543.7741765,10.0,Public_or_other,Student_or_Unemployed,392.12938060000005,1.0,No,3417
4.0,864.1847829,117119.6316,Environment,288.0615943,No,406.5784329,Yes,Male,By_16:00,0.472591925,0.21507780899999998,0.613035255,3.346870122,3.249074242,8.788630564,4977.0,54.52630308,412.81847200000004,4891.421273,52007.19385,No,165306.0221,20.31793474,130.1619492,87.36082755,83277.54371,90.0,30-45,2.0,674.5832230000001,11.0,Car,Hightech,524.7775098000001,0.0,No,7597
10.0,265.7501093,44928.692460000006,Social,88.58336977,No,507.1910516,No,Male,After_16:00,0.184436314,0.535464802,8.188601043,9.875120998,2.289614568,0.42099232299999995,3506.0,92.28715736,439.52022930000004,5950.950974,54550.325970000005,No,257242.7628,20.96473776,68.75086028,40.23493007,7945.596769,70.0,30-45,4.0,680.3407844999999,6.0,Motorcycle_or_truck,Industry_or_other,468.10694589999997,0.0,No,8542
4.0,1806.562066,290414.0595,Social,602.1873552000001,Yes,482.26529000000005,Yes,Male,After_16:00,0.822331643,0.122124581,1.714477229,3.30527904,6.223693539,3.948524103,9243.0,45.35622594,407.1289221,5636.910744,51154.07757,Yes,232579.8099,20.17743596,106.24795879999999,72.51162976,363241.7982,70.0,30-45,1.0,,12.0,Foot_or_bicycle,Services_or_Retail,451.5327771000001,0.0,No,1330
2.0,402.5881867,59402.43683,Education,134.1960622,No,442.6540975,Yes,Female,After_16:00,0.207500203,0.062623379,1.967684049,8.817176032,7.1002633610000006,0.558289564,6513.0,80.87307389,507.2442967,5441.029568999999,59933.512689999996,No,195942.6501,22.52208464,59.54375963,12.34557689,18152.77918,100.0,Below_30,0.0,757.9341744,12.0,Foot_or_bicycle,Hightech,514.2977952,0.0,No,9342
10.0,155.35100369999998,14787.02344,Education,51.78366791,No,285.55380560000003,Yes,Male,After_16:00,0.405351289,0.847232584,0.820062156,7.769634732999999,5.772088468,4.989925914,5047.0,19.63489107,353.0066871,3561.5514299999995,44896.10335,No,81540.9759,18.78847219,260.3183584,69.03452137,2743.3319300000003,100.0,30-45,4.0,602.8082182,11.0,Car,Industry_or_other,513.0936386,1.0,Yes,2056
8.0,418.6599669,47674.037619999996,Environment,139.55332230000002,No,341.61879369999997,Yes,Male,By_16:00,0.43302787600000003,0.18279381,9.918792346,8.343214311,5.244982118999999,8.621533383,3980.0,39.57940536,398.76278260000004,4213.7135020000005,46706.06313,No,116703.4002,19.96904561,217.1906256,88.14813222,19624.683080000003,90.0,Below_30,2.0,588.6466669,9.0,Foot_or_bicycle,Student_or_Unemployed,391.1965664,1.0,Yes,3529
7.0,404.0494856,39451.90041,Social,134.6831619,No,292.92377650000003,Yes,Female,By_16:00,0.20961839,0.6811769870000001,6.233252799,9.343570415,9.810704382,7.011909445,9809.0,18.81924691,406.07689619999996,3741.391558,,No,85804.33886,20.15134974,232.05561569999998,80.18380965,18284.23725,70.0,Below_30,,621.5899581,12.0,Public_or_other,Services_or_Retail,453.65674759999996,1.0,No,9012
4.0,569.4538564,89384.81659,Foreign_Affairs,189.81795209999999,No,470.897592,Yes,Male,By_16:00,0.615043431,0.093752726,1.2611221240000001,4.343893602,5.850797591,1.786140171,8584.0,26.72759057,425.5552465,5560.086413,54218.18802,Maybe,221744.5422,20.62899044,85.05164115,10.50105295,36230.67291,40.0,45_and_up,0.0,694.6222905000001,7.0,Public_or_other,Public_Sector,529.0656188,4.0,No,3916
9.0,34.21071257,3186.71423,Financial,11.40357086,No,279.4488034,Yes,Male,After_16:00,0.897938792,0.22222846100000002,6.5734777829999995,6.5113481129999995,8.726413469,4.600670924,9236.0,29.68569719,411.54949960000005,3617.587033,49851.45051,No,78091.63372,20.28668281,239.441792,99.73745472,151.4449991,60.0,30-45,4.0,663.0537971,5.0,Public_or_other,Student_or_Unemployed,529.4287342,0.0,Yes,4922
3.0,2275.448261,22080.96806,Environment,758.4827537000001,Yes,29.11202391,Yes,Female,After_16:00,0.440060813,0.017153399,5.937225069,3.767038486,0.36732773799999996,7.410055071,9367.0,55.81137964,224.39204869999998,739.9043365,29697.21312,Yes,847.5099362,14.97972125,545.721985,91.17158565,576064.5704,90.0,30-45,0.0,449.44980310000005,15.0,Motorcycle_or_truck,Services_or_Retail,489.1715138,0.0,Yes,2028
,352.4358805,84413.25802000001,Education,117.47862679999999,No,718.5414086000001,No,Female,After_16:00,0.512768975,0.652027461,2.5375026419999998,0.74352965,7.246181557000001,7.0720872560000005,5163.0,88.26862667,658.6727922,8502.75967,76075.00445,No,516301.7559,25.66462141,270.4594462,77.71558412,13928.706390000001,100.0,Below_30,2.0,907.3982871,11.0,Motorcycle_or_truck,Services_or_Retail,485.4772666,0.0,No,10
2.0,124.2768443,18160.563140000002,Foreign_Affairs,41.42561478,No,438.3897072,Yes,Male,By_16:00,0.289598607,0.516008127,7.685769393999999,1.282653383,2.8421551010000004,8.420609522000001,7967.0,29.05573768,,5166.2644119999995,48072.25612,Maybe,192185.5354,19.77836367,156.7798328,88.69314876,1767.507175,40.0,45_and_up,1.0,598.6203067000001,10.0,Car,Hightech,405.43206660000004,1.0,Yes,3164
1.0,298.0550945,47565.68153,Financial,99.35169816,No,478.76062930000006,Yes,Female,By_16:00,0.7790533759999999,0.233185342,4.671497471,6.175516439,5.819633347000001,4.57249854,5682.0,86.94970394,433.95732360000005,5655.520939999999,53372.69492,No,229211.7402,20.83164236,81.47831932,65.33298495,9980.111626,60.0,Below_30,0.0,667.0719659,6.0,Foot_or_bicycle,,457.26862350000005,0.0,No,9917
,257.60783330000004,37828.962,,85.86927776,No,440.54128539999994,Yes,Male,After_16:00,0.49068865700000003,,2.346174817,1.637445935,4.823432267,0.6964356690000001,5242.0,29.32465721,385.3589047,5176.130663,46142.83934,Maybe,194076.6241,19.63056048,205.4493663,14.04953515,7469.402141,30.0,Below_30,0.0,560.9842103,6.0,Car,Student_or_Unemployed,340.214135,0.0,Yes,3401
7.0,1064.3897630000001,253315.5105,Environment,354.7965876,Yes,713.9739201,No,Female,By_16:00,0.8815536559999999,0.839648318,1.839063484,2.051880548,3.8381226269999997,8.390620449,6871.0,13.17846437,52.80212633,7245.343454000001,19181.86733,Yes,509758.7586,7.266507161,623.0492435,53.38764368,126245.4152,90.0,45_and_up,4.0,180.2267097,14.0,Motorcycle_or_truck,Hightech,122.61480800000001,0.0,Yes,3132
3.0,1171.967149,192287.4094,Environment,390.6557163,Yes,492.21706320000004,Yes,Female,After_16:00,0.353565974,0.253167845,1.268847387,4.841386057,1.091153207,1.971208665,8371.0,97.44605401,505.47743899999995,5933.12551,59405.44371,Yes,242277.6373,22.48282542,40.28982434,51.32680731,153012.5444,90.0,Below_30,,734.5765866,15.0,Foot_or_bicycle,Services_or_Retail,460.85037029999995,0.0,No,7030
4.0,272.11001630000004,43438.10173,Financial,90.70333877,No,478.9030076,Yes,Female,After_16:00,0.7895134070000001,0.530711124,4.5962183880000005,8.769328952999999,6.142813353999999,6.354180127,5411.0,,457.9482165,5704.926509000001,55536.583510000004,No,229348.0906,21.39972468,57.01180059,73.22272554,8327.799003,60.0,Below_30,1.0,693.9431535,5.0,Motorcycle_or_truck,Services_or_Retail,467.7989158,0.0,Yes,819
6.0,125.24125259999998,30477.134589999998,Education,41.74708421,No,730.0422334,No,Male,After_16:00,0.175372151,0.555914174,5.339735288,4.770794914,0.9353297759999999,3.222018587,9953.0,24.99197973,704.6986234,8709.819581,80894.00533,No,532961.6625,26.54616024,309.06046180000004,93.51058728,1794.566124,100.0,30-45,2.0,970.4372777000001,9.0,Motorcycle_or_truck,Services_or_Retail,526.4085866,0.0,No,7621
1.0,139.5943229,33192.395260000005,Social,46.53144097,No,713.3326321000001,No,Male,After_16:00,0.31474150100000003,0.46227902200000004,5.6999071379999995,2.716657964,0.546280195,2.354367473,7994.0,34.48580119,660.8064669,8454.939255,76610.62127999999,No,508843.4441,25.70615621,267.20124169999997,69.03823731,2221.70644,70.0,45_and_up,1.0,918.6558047,8.0,Foot_or_bicycle,Public_Sector,505.1934426,0.0,Yes,5382
5.0,506.19435819999995,52094.14095,Environment,168.73145269999998,No,308.739954,,Female,After_16:00,0.78025175,0.664776437,7.328552922999999,2.789498558,2.540502837,0.000747768,4041.0,83.33602378,370.25483710000003,3827.9092140000002,43505.51975,No,95320.35918,19.242007100000002,262.5145379,72.37148271,28649.03459,90.0,Below_30,1.0,551.8545132999999,9.0,Car,Hightech,375.5023289,2.0,Yes,1324
6.0,,55674.71325,Other,119.2365144,No,466.92670899999996,Yes,Female,By_16:00,0.7903519240000001,0.12696037300000002,9.803312228,6.301606433,3.925817732,9.55899741,9455.0,1.887409226,408.7006165,5486.668323,53027.62025,Maybe,218020.5516,20.21634528,104.5927541,35.24721954,14346.582880000002,50.0,30-45,1.0,683.9540272999999,7.0,Car,Industry_or_other,538.8616032000001,1.0,Yes,1069
10.0,1085.0442,201812.2782,Financial,361.6814001,Yes,557.9835684,No,Male,By_16:00,0.08049946,0.513157043,3.1199106619999997,2.826284585,1.1359958000000001,1.933181738,5184.0,97.98671075,621.1994798,6822.234643000001,67513.03155,Yes,311345.6626,24.92387369,192.43500769999997,61.04434654,131185.1166,60.0,30-45,5.0,795.9942474999999,11.0,Public_or_other,Industry_or_other,362.23271760000006,1.0,Yes,9797
6.0,1341.8234380000001,236373.0906,Social,447.2744791999999,Yes,528.4743521,No,Female,By_16:00,0.141149882,0.290203476,7.512353372000001,6.257852998,5.637638882999999,0.081612875,8651.0,8.174202964,471.7116093,6228.166739,58101.32722000001,Yes,279285.1408,21.71892284,40.47334192,16.65821555,200511.7342,70.0,45_and_up,2.0,724.7864594,9.0,Public_or_other,Student_or_Unemployed,494.7971516,0.0,Yes,540
3.0,386.4553714,44079.96735,Environment,128.8184571,No,342.1867358,Yes,Female,After_16:00,0.9220040709999999,0.8376683640000001,3.204707995,5.645343678,,6.8689219139999995,8467.0,68.2675574,383.8327395,4189.532837,,No,117091.7621,19.59164974,223.3071932,66.26367655,16733.01336,90.0,30-45,1.0,576.1278652000001,9.0,Motorcycle_or_truck,Student_or_Unemployed,392.919452,1.0,Yes,6393
1.0,246.28762039999998,26462.53579,Environment,82.09587347,No,322.33697830000006,Yes,Female,By_16:00,0.5851050489999999,0.7436704940000001,1.686015176,0.429146518,2.685985365,9.564403566000001,7904.0,66.08901089,363.5711918,3950.5121670000003,43949.71019,No,103901.1276,19.06754289,242.15424720000001,58.28642498,6831.828314,90.0,30-45,3.0,563.4539925,8.0,Motorcycle_or_truck,Services_or_Retail,408.0124442,0.0,No,8713
7.0,443.1801688,49770.941660000004,Healthcare,147.7267229,No,336.9122436,Yes,Male,By_16:00,0.37978091799999997,0.655553835,4.516781131,5.617726332999999,7.305743467999999,2.86089563,5255.0,40.51715019,382.7209224,4134.56428,45332.73326,No,113509.8599,19.56325439,228.65847549999998,56.10514437,21980.91139,80.0,30-45,0.0,573.5216051,7.0,Foot_or_bicycle,Services_or_Retail,390.76310110000003,0.0,No,2011
4.0,352.17873030000004,57139.16424,Education,117.39291010000001,No,486.7343708000001,Yes,Female,After_16:00,0.543717923,0.415763101,3.2531106519999997,8.459519257,9.575458302000001,5.297553614,9080.0,70.20710206,437.53953499999994,5742.422778,53549.852810000004,No,236910.3477,20.91744571,83.22837886,61.57659169,13908.48825,100.0,30-45,5.0,665.7678382,9.0,Motorcycle_or_truck,Services_or_Retail,446.6176392,,Yes,8244
2.0,379.95172560000003,56609.77763,Healthcare,126.6505752,No,446.97607999999997,Yes,Male,After_16:00,0.111220839,0.587424497,8.00885749,0.35182172,9.346964702000001,7.026051112999999,9465.0,80.65075704,430.398088,5330.556976,50706.32284,No,199787.6161,20.74603789,150.773958,94.94474833,16177.018769999999,80.0,30-45,2.0,620.6620272000001,13.0,,Services_or_Retail,377.21228010000004,0.0,Yes,3263
2.0,118.4644875,13581.546369999998,Military,39.4881625,No,343.93968989999996,Yes,Female,After_16:00,0.597437295,0.41533897799999997,2.680417898,3.437911728,3.509544337,8.853210066,8831.0,38.65451298,371.4925215,4182.381942,46176.87011,Maybe,118294.5103,19.27414126,205.82683319999998,38.80194535,1608.80314,30.0,45_and_up,2.0,599.4001441,7.0,Foot_or_bicycle,Public_Sector,461.32581150000004,0.0,Yes,9404
1.0,472.9013911,42955.0245,Education,157.633797,No,272.4988252,Yes,Female,By_16:00,0.633151263,0.43047451600000003,2.22408639,9.448945973999999,4.321816312,,9608.0,43.83004031,305.49091400000003,3335.97008,41107.88016,No,74255.60973,17.47829837,300.2231156,72.27895933,25016.047769999997,100.0,Below_30,7.0,563.8466401000001,11.0,Car,Student_or_Unemployed,523.3098699,0.0,Yes,3790
7.0,406.38255160000006,65812.1923,Social,135.4608505,No,485.8392077,Yes,Male,By_16:00,0.770249608,0.079148687,2.9860590719999998,6.522216427,0.194880783,,8742.0,21.49884666,449.84780159999997,5758.08768,55529.06005,No,236039.7357,21.20961578,52.96823296,24.25526613,18495.102880000002,70.0,45_and_up,2.0,698.7071463999999,8.0,Public_or_other,Industry_or_other,490.5204085,1.0,No,3900
10.0,293.3942829,39745.92543,Other,97.7980943,No,406.4079747,Yes,Male,After_16:00,0.259825627,0.797716373,6.488487087,8.273492446,7.7898502789999995,7.900506428,6772.0,12.01832632,392.6549908,4849.3897289999995,50049.74605,Maybe,165167.4419,19.81552398,142.76218490000002,6.651276955,9672.265342,50.0,45_and_up,1.0,648.9957505,9.0,Foot_or_bicycle,Industry_or_other,509.9309226,4.0,Yes,4068
6.0,480.88958679999996,71278.07968,Financial,160.2965289,No,444.66389979999997,Yes,Male,By_16:00,0.17068704399999998,0.501869436,8.383299194,0.586338146,5.040359339,8.235868032,8478.0,70.38683621,447.2808058,5341.20061,54091.468239999995,No,197725.9838,21.1490143,83.09949275,17.84565132,25865.273709999998,60.0,Below_30,2.0,680.7086257,5.0,Motorcycle_or_truck,Student_or_Unemployed,467.3790209,1.0,Yes,9508
10.0,217.9048182,32409.44142,Military,72.63493939,No,446.19630290000003,Yes,Male,By_16:00,0.16320093,0.259879545,9.352319257000001,1.067106286,8.832396071,4.8596897189999995,6362.0,1.937040826,381.4274568,5224.817942000001,50472.45284,Maybe,199091.1407,19.53016786,135.62712309999998,12.72070608,5358.469359000001,30.0,45_and_up,2.0,656.8808446,8.0,Car,Services_or_Retail,537.9530063999999,1.0,No,623
10.0,932.0264661,119249.6772,Other,310.6754887,No,,Yes,Female,By_16:00,0.41001755,0.520192146,9.956471582,2.0218655930000002,9.260764765,6.173451184,8072.0,2.4631893959999998,426.26892530000003,4690.937773,52007.810260000006,Maybe,147333.1396,20.64628115,137.6814468,96.81603543,96839.93476,50.0,30-45,1.0,669.4394312999999,11.0,Foot_or_bicycle,Student_or_Unemployed,494.8267986000001,2.0,No,9868
1.0,646.1816742999999,60433.38567,Healthcare,215.3938914,No,280.57149280000004,Yes,Male,By_16:00,0.25888104100000003,0.01585876,6.1099587710000005,2.387785881,5.705886644,8.415264501000001,3177.0,23.71615258,280.2080572,3366.131043,,No,78720.3626,16.73941627,312.751461,30.04390267,46619.922360000004,80.0,45_and_up,2.0,548.6570899000001,8.0,Motorcycle_or_truck,Industry_or_other,536.8253783,2.0,No,4912
3.0,721.7248815,121655.77,Other,240.5749605,No,505.6875815,No,Female,After_16:00,0.357105775,0.73429294,1.038683944,2.930148277,1.823770171,9.376464095,7767.0,9.486330231,445.33070310000005,5947.537222,55351.693020000006,Maybe,255719.9301,21.10286007,57.2879226,83.96761215,58126.88658,50.0,30-45,1.0,693.291345,8.0,Motorcycle_or_truck,Services_or_Retail,483.849908,1.0,Yes,6636
7.0,321.5891989,42059.68062,Social,107.1963996,No,392.36094460000004,Yes,Male,By_16:00,0.379816304,0.912026097,5.992227376000001,8.679861547,4.8327979139999995,3.151849292,3622.0,28.195157199999997,424.16813229999997,4771.945711,54347.480220000005,No,153947.1109,20.59534249,163.87405890000002,70.44316449,11608.2645,70.0,Below_30,3.0,719.7677087000001,12.0,Car,Industry_or_other,597.5605903,1.0,No,2397
6.0,305.0412028,49880.741519999996,Military,101.68040090000001,No,490.56397369999996,Yes,Male,After_16:00,0.352797025,0.328718857,8.522936699,7.8724252429999995,9.757432225,2.068302196,6627.0,33.17347115,363.2858461,5632.211429,46751.488,Maybe,240653.0123,19.06005892,165.9091552,60.05120312,10450.58433,30.0,Below_30,3.0,579.2535014,8.0,Motorcycle_or_truck,Services_or_Retail,406.479685,0.0,No,9840
2.0,242.84743019999996,31199.088460000003,Environment,80.94914339,No,385.4159186,Yes,Male,By_16:00,0.9956191659999999,0.716439278,1.6870806409999999,3.659191551,5.9463121370000005,1.158276952,8807.0,19.47367783,377.96043310000005,4610.080052,50232.85299,No,148545.4303,19.44120452,187.5278853,41.76305293,6643.712959,90.0,Below_30,3.0,,8.0,Foot_or_bicycle,Student_or_Unemployed,584.5194663,1.0,No,9677
3.0,254.53125269999998,40339.03112,Environment,84.84375089,No,475.4508222,Yes,Female,After_16:00,0.23065297,0.337002308,6.935530885,3.12486503,7.688188488,4.490304021,7930.0,36.93813817,429.50642949999997,5613.521081,52243.44507,No,226053.4843,20.72453689,105.0401321,90.96425453,7293.305816,90.0,30-45,3.0,647.1501457,12.0,Car,Student_or_Unemployed,426.0985539,0.0,No,1183
7.0,565.5169642999999,95314.79048,Other,188.50565480000003,No,505.6335875,No,Male,After_16:00,0.928874885,0.18157671600000003,9.003356822999999,8.217605071,5.131927503,6.213278262999999,5760.0,74.86584864,446.85189429999997,5950.0396630000005,55241.777729999994,Maybe,255665.3248,21.13887164,59.51354285,0.46190507700000005,35732.88753,50.0,30-45,3.0,689.6399592,10.0,Foot_or_bicycle,Industry_or_other,473.81979119999994,0.0,No,6148
9.0,509.17050930000005,62061.72704,Foreign_Affairs,169.7235031,No,365.66371719999995,Yes,Male,By_16:00,0.626354551,0.502374635,6.9050631970000005,8.873419578,0.73255627,8.590447113,6528.0,9.229970654,458.26608619999996,4573.169345,52014.95246,Maybe,133709.9541,21.40715035,174.1834368,20.04915713,28985.79101,40.0,,3.0,647.6445964,7.0,Motorcycle_or_truck,Services_or_Retail,397.2774941,0.0,Yes,5876
4.0,216.9697595,29403.331060000004,Financial,72.32325316,No,406.5543207,Yes,Male,By_16:00,0.885664696,0.14124251,7.016022042,9.785329363999999,0.49149798200000006,2.678167431,6509.0,55.36986671,465.4183601,4996.379927,56571.824889999996,No,165286.4156,21.57355696,107.4811107,96.69327675,5312.9762009999995,60.0,30-45,1.0,729.6826656000001,11.0,Foot_or_bicycle,Industry_or_other,540.3014188999999,3.0,No,9445
8.0,528.8932725,67739.1168,Education,176.2977575,No,384.23130150000003,Yes,Male,After_16:00,0.6047157360000001,0.677211481,4.733460043,9.983800554,8.176767397999999,6.649691835,8591.0,77.99055858,340.8085485,4523.930112,43820.08322,No,147633.693,18.46100075,207.0400314,58.31970919,31267.19705,100.0,Below_30,1.0,563.0522848999999,12.0,Car,Services_or_Retail,435.8029222,2.0,No,637
4.0,535.0128053000001,50572.98636,Education,178.33760180000002,No,283.5800519,Yes,Male,By_16:00,0.8571778290000001,0.785216545,9.010647554,8.941382461,8.675614288,5.797339226,4864.0,25.03469947,467.37875,3770.5580189999996,,No,80417.64581,21.61894424,252.26441469999997,74.7100136,31992.637810000004,100.0,Below_30,0.0,761.7196802999999,12.0,Foot_or_bicycle,Hightech,625.4416001,1.0,Yes,7598
5.0,1709.300619,54046.680089999994,Environment,569.7668729,Yes,94.85753325,Yes,Male,After_16:00,0.25554349,0.617715161,7.463519359,1.6017612280000002,3.954160318,3.953040855,8780.0,64.69787452,673.9522013,2296.4797350000003,58883.55981,Yes,8997.951615,25.96058939,565.5211195,52.44058629,325214.0563,90.0,30-45,0.0,688.973292,12.0,Motorcycle_or_truck,,145.86111499999998,1.0,Yes,4275
8.0,646.1407820000001,65728.22066,Environment,215.38026069999998,No,305.1729089,Yes,Female,By_16:00,0.900423339,0.071383629,1.7475457840000002,7.2024854760000006,0.44041021,7.379964193999999,9590.0,18.31882689,380.0203767,3811.769842,44711.25183,No,93130.50431,19.49411133,251.0882799,38.242500899999996,46614.03695,90.0,45_and_up,4.0,570.8330699,8.0,Foot_or_bicycle,Services_or_Retail,396.5948798,3.0,No,6331
6.0,68.90838138,10767.403999999999,Foreign_Affairs,22.96946046,No,468.77043619999995,Yes,Male,After_16:00,0.85996181,0.626351066,8.022914142000001,3.475590642,2.6347711080000003,6.952559358999999,5615.0,53.91619813,391.22391980000003,5470.152202,49736.12977,Maybe,219745.7219,19.77938118,121.72278519999999,64.89111602,560.5655743,40.0,30-45,1.0,626.5681097999999,8.0,Foot_or_bicycle,Industry_or_other,455.1790768,2.0,Yes,172
4.0,1324.649166,79740.29768999999,Environment,441.549722,Yes,180.59188740000002,Yes,Female,By_16:00,0.773260218,0.115755649,8.762171946,5.450531258,3.139504562,3.973556727,9356.0,82.39358061,417.8197602,2641.558395,,Yes,32613.42981,20.44063992,362.0427684,14.06537225,195417.7067,90.0,30-45,6.0,718.7626142000001,11.0,Motorcycle_or_truck,Industry_or_other,649.3312826,0.0,Yes,9029
2.0,733.7716346,82151.42483999999,Military,244.5905449,No,335.8732648,Yes,Female,After_16:00,0.949326155,0.95815946,1.094860293,0.09179772800000001,5.553262082000001,,5636.0,74.75806193,512.1525393000001,4383.037727,57086.44598,Maybe,112810.85,22.63078742,171.3311209,35.09244469,,30.0,30-45,1.0,720.7071625,6.0,Motorcycle_or_truck,Student_or_Unemployed,452.36510130000005,3.0,Yes,2372
4.0,114.65789850000002,18429.10459,Foreign_Affairs,38.21929949,No,482.19367800000003,Yes,Male,After_16:00,0.073676646,0.702405284,7.979068765,2.317323869,4.934199452,6.0924812710000005,5735.0,79.93865139,392.03649029999997,5606.00976,50295.065669999996,Maybe,232510.7431,19.79991137,114.3673577,62.81857106,1508.934153,40.0,45_and_up,3.0,634.4185988,7.0,Foot_or_bicycle,Services_or_Retail,466.7327795,0.0,Yes,3729
8.0,539.8223911,83809.06005,Education,179.940797,No,465.75907980000005,Yes,Female,After_16:00,0.194736493,0.171054643,0.544973041,7.408088867000001,6.999280177999999,3.255513343,3917.0,3.421117668,426.5078727,5510.606543,53150.56051,No,216931.5204,20.65206703,,3.3732561389999995,32568.63124,100.0,Below_30,1.0,671.9987833,14.0,Car,Services_or_Retail,483.13157980000005,0.0,No,8327
,518.8214132,67722.90137,Environment,172.9404711,No,391.59660519999994,Yes,Female,By_16:00,0.151079838,0.833733245,8.86443014,9.151105855,4.223674051000001,4.401870647,3635.0,99.48810413,449.07281219999993,4814.1116759999995,55142.92212,No,153347.9012,21.19133814,128.3304373,3.283758345,30091.34701,90.0,Below_30,3.0,716.3676885,12.0,Public_or_other,Hightech,546.0849939,2.0,No,8933
2.0,698.8820168,77834.97755,Social,232.96067230000003,No,334.1120919,Yes,Female,,0.417944848,0.603633443,7.8523409829999995,8.786989692999999,3.9706469089999996,5.364417585,5945.0,52.45371452,411.3325485,4163.786017,48358.62735,No,111630.89,20.28133498,202.54512319999998,65.53193273,54513.6355,70.0,45_and_up,3.0,616.0478487,10.0,Motorcycle_or_truck,Hightech,424.87469169999997,0.0,Yes,6815
10.0,1337.905959,268642.3513,Education,445.968653,Yes,602.3794487,No,Male,By_16:00,0.91166282,0.009908183000000001,1.400788869,7.432521272000001,5.120158163,,7732.0,26.34755333,315.5224461,6654.839379,44599.66104,Yes,362861.0002,,235.0415817,93.15450806,199344.0081,100.0,30-45,2.0,542.4128142000001,14.0,Public_or_other,Industry_or_other,,1.0,Yes,6951
5.0,435.1737632,69411.68875,Military,145.0579211,No,478.5101581,Yes,Female,After_16:00,0.31598967,0.66232961,8.558107174,4.721641005,7.353426034,7.171070459,6195.0,16.62237425,323.6311525,5432.3638869999995,44532.04133,Maybe,228971.9715,17.98975132,182.8448368,59.78101769,21196.85839,30.0,Below_30,2.0,567.5294105,7.0,Motorcycle_or_truck,Student_or_Unemployed,456.82071490000004,0.0,No,1034
1.0,836.7230003999999,88982.4547,Healthcare,278.9076668,No,319.0391133,Yes,Female,By_16:00,0.115591637,0.78278125,1.538521373,2.599777633,7.3140464629999995,0.037132176,5406.0,,496.63435139999996,4183.659836,59429.430810000005,No,101785.9558,22.28529451,217.520812,79.97948371,78078.39427,80.0,Below_30,1.0,789.201301,13.0,Public_or_other,Hightech,620.6529468,2.0,No,3324
10.0,2167.307834,325060.7749,Education,722.4359446000001,Yes,449.9509989,Yes,Female,By_16:00,0.158424704,0.689197319,,8.53600346,7.960043177,1.687807632,4191.0,1.5910460380000002,469.90751320000004,5439.325014999999,54931.15571,Yes,202455.9014,21.67735023,98.0186559,45.06860708,522646.1301,100.0,30-45,0.0,678.5507241,15.0,Foot_or_bicycle,Hightech,421.27772469999996,1.0,Yes,8293
