Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Yearly_IncomeK,Weighted_education_rank,Number_of_valued_Kneset_members,Overall_happiness_score,Will_vote_only_large_party_int,Most_Important_Issue_Environment,Most_Important_Issue_Social,Most_Important_Issue_Education,Most_Important_Issue_Healthcare,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Other,Most_Important_Issue_Military
-0.464116074,0.831778537,0.181744735,-1.34298398,-1.143026267,0.172342041,-1,0,0,0,1,0,0,0,0
-0.064577829,-0.041429292,0.175998484,-0.815717541,0.306256494,0.092453224,-1,0,0,0,0,1,0,0,0
-0.748926654,2.250784686,2.118427129,0.462215406,-0.780705577,0.20908444,-1,0,1,0,0,0,0,0,0
-0.501653248,-0.24598698,0.03450077,-0.552497626,0.668577185,0.172437305,-1,1,0,0,0,0,0,0,0
0.541602334,0.157867286,-0.24009141,-0.62495547,-0.418384886,-0.350743163,0,0,0,0,0,0,0,0,1
-0.413911238,-0.804410587,0.358776983,0.360450225,0.668577185,1.463548906,-1,0,0,0,1,0,0,0,0
2.117531704,-0.3409288,1.130073599,-0.300368621,1.393218565,-0.539738142,1,1,0,0,0,0,0,0,0
0.128437063,-0.70242195,-0.350310713,0.245964361,-0.780705577,-0.627265592,-1,1,0,0,0,0,0,0,0
-0.458662117,0.350579297,-0.097104355,-0.833148616,0.306256494,0.750336302,-1,0,0,0,1,0,0,0,0
-0.274044596,0.14365351,-0.495249119,-0.522797512,0.306256494,0.27490607,-1,0,0,0,1,0,0,0,0
-0.61174905,-0.765166642,-0.769959173,0.585281004,-0.780705577,-0.852265465,-1,0,0,0,1,0,0,0,0
-0.394994112,-0.6290756,-0.430184562,0.234676769,-0.418384886,-0.678549858,-1,0,0,1,0,0,0,0,0
2.489941017,0.418966602,0.354157988,-1.052287925,1.030897875,-0.409568749,1,0,1,0,0,0,0,0,0
-0.187436105,-1.035490919,0.607847051,0.478027433,1.393218565,1.272771961,-1,0,0,1,0,0,0,0,0
0.187552012,-0.795078572,-0.616302919,0.694611087,-0.056064196,-0.917195034,-1,0,0,1,0,0,0,0,0
0.35480812,-0.447546085,-0.297212752,-0.114210412,-1.143026267,0.74702801,-1,0,0,0,0,1,0,0,0
1.338864141,1.131313512,1.094976502,-0.807596967,1.393218565,-0.544298534,1,1,0,0,0,0,0,0,0
2.038134745,-1.955051236,-0.094348935,1.514749734,1.755539256,1.241048762,1,0,0,1,0,0,0,0,0
-1.114026393,-1.128079169,0.612580123,0.634937998,1.030897875,1.410210176,-1,1,0,0,0,0,0,0,0
-0.150318028,0.182595326,-0.342032334,-0.113054279,-1.143026267,-1.103119999,0,0,0,0,0,0,0,1,0
-0.782465446,0.790745632,-0.494323089,-0.567944596,-1.143026267,-0.436278627,0,0,0,0,0,0,0,0,1
-0.26971249,-0.977763554,0.631925613,0.500399345,-0.418384886,1.440861866,-1,0,1,0,0,0,0,0,0
0.541887131,0.354265309,-0.69642458,-0.433912633,-1.505346957,0.607571998,0,0,0,0,0,0,0,0,1
-0.893229433,-0.261203988,-0.371651361,-0.328464389,0.668577185,0.098552012,-1,0,1,0,0,0,0,0,0
-0.179377247,-0.985536978,0.770578776,0.712326132,1.030897875,1.801046663,-1,0,0,1,0,0,0,0,0
2.29464837,-1.983487288,-0.830118413,2.016102929,-0.056064196,1.988763094,1,0,1,0,0,0,0,0,0
0.408307286,0.184222251,0.828398275,-0.713537547,-1.867667648,-0.68336762,0,0,0,0,0,0,0,0,1
-0.770174865,-1.046959205,-1.099308442,0.946025333,1.030897875,1.131418401,1,0,0,0,1,0,0,0,0
-0.765057697,0.788381668,0.320500552,-1.390484498,-0.780705577,-0.053032632,-1,1,0,0,0,0,0,0,0
-0.376188139,-0.829804071,-0.635457155,0.594778999,-0.780705577,-0.897460189,-1,1,0,0,0,0,0,0,0
2.307166138,-1.664127043,-4.20964312,3.694291718,1.030897875,-1.452069724,1,1,0,0,0,0,0,0,0
0.435366402,-0.818330735,-0.740118479,0.587259351,-0.780705577,-0.783911726,-1,1,0,0,0,0,0,0,0
-0.600000436,0.075897029,0.624906876,-0.78916562,-0.780705577,-0.489705488,0,0,0,0,0,0,1,0,0
-0.548942396,-0.376057097,-0.095202255,-0.137295833,-1.143026267,-0.654408331,-1,0,1,0,0,0,0,0,0
-0.846083746,0.208693411,0.206047312,-1.08578705,-0.056064196,0.213581772,-1,0,0,0,1,0,0,0,0
1.245823887,0.23858451,0.234656182,-0.75602585,1.030897875,-0.609945779,1,1,0,0,0,0,0,0,0
1.712498991,0.648575626,0.294775563,-1.309959607,-0.056064196,-0.154508096,1,0,1,0,0,0,0,0,0
0.281006214,0.365942695,0.044116645,-1.101700913,2.117859946,0.329230737,-1,0,0,1,0,0,0,0,0
0.8925877,-0.970335177,0.396012701,0.509493235,0.306256494,1.452716719,-1,0,1,0,0,0,0,0,0
-0.501443502,-0.488987597,-0.284468785,-0.013907212,-1.143026267,-0.531409921,-1,0,0,0,1,0,0,0,0
1.990323523,2.06319313,-0.738764861,0.403759366,-0.056064196,-0.685106633,1,0,0,0,0,1,0,0,0
1.084864662,0.861387925,-1.872271052,0.645001884,0.668577185,-0.54389059,1,0,0,0,1,0,0,0,0
1.904204274,2.068774082,1.854367826,1.956494096,0.668577185,-3.0924551,1,0,0,0,0,0,0,0,0
0.712248042,-0.310930616,-0.374644648,-0.257334892,-1.867667648,0.508069275,0,0,0,0,0,0,0,0,1
1.759417089,2.147244942,-3.55280179,2.746976174,0.306256494,-1.541253807,1,1,0,0,0,0,0,0,0
-1.043948871,-1.132238024,0.846609519,0.726330548,1.755539256,1.571456713,-1,0,0,1,0,0,0,0,0
-1.075647986,0.026131388,0.263573327,-0.86985102,0.668577185,0.531147582,-1,0,0,1,0,0,0,0,0
-0.140989151,-1.094460809,0.556510888,0.505692941,0.668577185,1.19222517,-1,0,1,0,0,0,0,0,0
-1.103172358,-1.203271558,-1.244244103,1.365774214,1.393218565,-1.276417831,1,0,0,0,1,0,0,0,0
0.723056237,0.060892588,-0.432722046,-0.528688084,1.755539256,-0.129210685,-1,0,0,1,0,0,0,0,0
0.613548889,0.160089789,0.676373727,-0.565834322,-0.780705577,-0.864587438,0,0,0,0,0,0,0,0,1
-0.962163222,0.367429901,0.420317561,-1.134141776,-0.780705577,-0.286423858,0,0,0,0,0,0,0,0,1
0.511897401,-0.433273101,0.096531897,-0.349265928,-0.418384886,0.498705312,0,0,0,0,0,0,0,1,0
-0.698279086,0.615716534,-0.172950648,-0.456880999,-1.143026267,-0.920725442,0,0,0,0,0,0,0,0,1
-0.863469155,0.943409188,-0.468289582,-0.669140351,-0.418384886,-0.265203822,-1,0,0,0,1,0,0,0,0
2.332019879,0.428955247,0.728039313,-1.107493062,1.755539256,-0.398472885,1,1,0,0,0,0,0,0,0
-0.997998032,0.697015019,0.334835063,-1.310657877,-0.780705577,-0.190289649,-1,1,0,0,0,0,0,0,0
-0.932902437,0.230229691,1.020373315,-0.380596403,-0.056064196,-0.665468207,0,0,0,0,0,0,1,0,0
0.994296633,-0.860631692,2.173347898,2.419190265,1.755539256,-3.416312553,1,0,0,1,0,0,0,0,0
-1.053819211,1.006170642,-0.002158236,-1.098398431,-1.505346957,0.107944225,-1,0,0,0,0,1,0,0,0
-0.775360112,-0.28500734,-0.253679511,-0.375679257,0.668577185,0.147535509,-1,0,1,0,0,0,0,0,0
0.189053939,-0.86846806,-1.414108245,0.857212149,-0.056064196,0.546012886,-1,0,0,1,0,0,0,0,0
-0.628934122,0.303878556,0.323415765,-1.129275746,-0.418384886,0.575040845,-1,0,0,0,0,1,0,0,0
-1.009894795,0.578647958,0.200929814,-1.291541924,-0.056064196,-0.049077093,-1,1,0,0,0,0,0,0,0
-0.753928281,0.253911035,0.379511333,-1.209347516,1.030897875,0.187190117,-1,0,0,1,0,0,0,0,0
-0.583853416,-0.88630438,-0.450799211,0.316404004,2.117859946,0.397000195,-1,0,0,1,0,0,0,0,0
-0.248982382,-0.865581412,0.972173555,0.446591506,1.030897875,1.304761261,-1,1,0,0,0,0,0,0,0
-0.82223083,2.348935263,1.824139644,0.404352503,-0.780705577,0.19042046,-1,0,1,0,0,0,0,0,0
-0.817981564,-0.668744267,0.787352054,0.41147554,0.668577185,1.759294689,-1,0,0,0,0,1,0,0,0
1.201218775,-2.034911258,1.552189658,2.403691351,-0.418384886,-2.483766668,1,0,1,0,0,0,0,0,0
-0.922229127,1.05318805,-0.118649556,-0.957421778,-0.418384886,-0.01190416,0,0,0,0,0,0,1,0,0
-0.758488603,-0.707458106,-0.746084366,0.333947328,0.306256494,-0.261080158,-1,0,0,0,1,0,0,0,0
2.429202669,-2.840755557,0.576944062,2.488080234,-0.780705577,-1.06502328,1,0,0,0,0,1,0,0,0
-0.793062868,-1.095564069,-0.633305501,0.606165111,-0.056064196,0.03653255,-1,0,1,0,0,0,0,0,0
-0.93849207,-0.130119185,-0.325207212,-0.335306353,-0.418384886,0.842756984,-1,0,1,0,0,0,0,0,0
-0.872868349,0.535678109,0.192123672,-1.138110316,-1.143026267,-0.26819581,-1,0,0,0,1,0,0,0,0
-0.555644711,-0.826690144,-1.248373469,0.698819327,-0.056064196,0.365398708,-1,0,1,0,0,0,0,0,0
-0.254506211,-0.743508612,-0.831016796,0.639021873,-0.418384886,-0.944862124,-1,0,0,1,0,0,0,0,0
-0.013656599,-0.497512698,0.002766204,-0.153388999,0.306256494,-0.43614572,-1,0,0,0,1,0,0,0,0
-0.542313895,-0.684678141,-0.62401972,0.319531651,-1.505346957,-0.524791209,-1,0,1,0,0,0,0,0,0
-0.354001449,-0.233150142,-0.070886569,-0.439439976,0.306256494,0.674941544,-1,1,0,0,0,0,0,0,0
1.390411084,-1.566628072,0.887379592,1.11149396,0.668577185,1.446297601,1,0,0,0,0,1,0,0,0
2.069307271,1.865471371,-0.093797025,0.453399887,0.668577185,-1.51054882,1,0,1,0,0,0,0,0,0
-0.983124711,-0.717868416,-1.402209287,0.733023562,0.306256494,0.547830084,-1,0,0,1,0,0,0,0,0
0.651151975,0.067299447,-0.472778387,-0.439681286,1.030897875,0.967976342,-1,0,1,0,0,0,0,0,0
-0.862295321,-0.729260967,0.970777558,0.444281533,1.030897875,1.704247981,-1,0,0,0,1,0,0,0,0
-0.487285977,-1.133045732,0.702144692,0.813200737,0.668577185,1.744802559,-1,0,0,0,0,1,0,0,0
-0.501325512,0.081053274,0.09582498,-0.905752449,1.030897875,0.155617448,-1,1,0,0,0,0,0,0,0
0.240242407,-0.656149625,-0.464686157,0.273860795,-0.418384886,-0.678086206,-1,1,0,0,0,0,0,0,0
-0.403824031,-0.602221831,0.634018117,-0.24437777,-1.143026267,-0.096798309,0,0,0,0,0,0,0,0,1
-0.11821165,0.786787155,0.046047036,-1.067170233,-1.143026267,-0.268902748,-1,0,0,0,1,0,0,0,0
-0.124651113,0.003149059,0.260195509,-0.876169615,1.030897875,0.42165264,-1,0,1,0,0,0,0,0,0
-0.598994044,-0.014322414,-0.297890109,-0.535716905,1.393218565,0.57204291,-1,0,0,0,1,0,0,0,0
-1.150839202,1.226634028,-1.022365456,0.434051751,1.030897875,-1.332787197,1,0,1,0,0,0,0,0,0
0.267280765,-0.657959207,-0.365147793,0.236591796,-0.418384886,1.10015551,-1,0,0,1,0,0,0,0,0
-1.121707455,-0.873142806,-0.925041359,0.836172807,-1.143026267,-1.046633549,-1,0,1,0,0,0,0,0,0
-0.004060442,-0.790422681,-0.303496453,0.337857639,-1.867667648,-0.699210224,-1,0,0,0,0,1,0,0,0
-0.342791563,1.067509515,0.549946583,-1.346027179,-0.056064196,0.084887861,-1,0,0,1,0,0,0,0,0
-1.058606808,2.237208223,2.194337522,0.496501385,-1.143026267,0.324734112,-1,0,0,0,0,1,0,0,0
-0.746117266,0.271251032,0.741622302,-0.906582983,-0.056064196,-0.525032418,0,0,0,0,0,0,1,0,0
0.019771689,0.230935081,-0.393596461,-0.620372054,-0.418384886,0.786686596,0,0,0,0,0,0,0,1,0
-0.344505869,-1.244000383,0.803645198,0.78410876,0.668577185,1.468536444,-1,0,0,1,0,0,0,0,0
-0.23198829,-0.023439249,0.601221033,-0.708169889,-0.418384886,-0.724944654,0,0,0,0,0,0,1,0,0
2.09203173,2.359732947,2.516777857,1.977088862,1.030897875,-2.613703114,1,0,0,0,1,0,0,0,0
-0.898531984,-0.851341027,-0.524349561,0.309627259,-0.780705577,0.320667445,-1,1,0,0,0,0,0,0,0
0.287466961,-0.97538204,-1.112407658,0.750387367,-0.780705577,0.471546546,-1,0,0,0,1,0,0,0,0
-0.895118592,-0.481778125,0.2601653,-0.368892913,-0.418384886,0.170053957,0,0,0,0,0,0,0,1,0
-0.877538038,-0.084943793,-0.452766189,-0.347740637,2.117859946,0.692286234,-1,0,0,1,0,0,0,0,0
-0.895073174,-0.954480317,-0.939635005,0.790939296,-1.505346957,-0.746316533,-1,0,1,0,0,0,0,0,0
0.9300012,0.865437822,0.484895589,-1.454648237,-0.780705577,-0.039347806,-1,0,0,0,1,0,0,0,0
-0.540439617,2.16579273,1.934515078,0.283185319,-0.780705577,0.26437242,-1,0,1,0,0,0,0,0,0
-0.575146853,-0.840289576,-0.696491406,0.452945211,-0.780705577,0.783208216,-1,0,1,0,0,0,0,0,0
-0.726193374,0.54111284,0.12796045,-1.053632189,-0.418384886,-0.338085668,-1,1,0,0,0,0,0,0,0
0.87333107,0.457618763,0.034375296,-1.036618362,-0.780705577,-0.37384128,-1,0,0,0,1,0,0,0,0
0.200207142,0.765801293,0.228623885,-1.258285661,-1.505346957,-0.169381868,-1,0,1,0,0,0,0,0,0
-0.579061316,-1.105690411,0.335145021,0.570243535,0.668577185,1.282635665,-1,1,0,0,0,0,0,0,0
-0.663877801,0.761087286,0.31987486,-1.2344186,0.668577185,0.572662018,-1,0,1,0,0,0,0,0,0
-0.51851371,-0.214039682,0.601491181,-0.717572075,1.393218565,0.26967854,-1,0,0,0,1,0,0,0,0
-0.516663792,2.244659639,1.837714152,0.336072729,-0.418384886,-0.148432147,-1,0,0,1,0,0,0,0,0
-0.80868337,-0.049334788,-0.203309534,-0.563345984,1.030897875,-0.168312213,-1,0,1,0,0,0,0,0,0
-0.125937431,2.186937845,2.026925589,0.356272193,-0.780705577,0.075278094,-1,1,0,0,0,0,0,0,0
0.287978109,-0.116310856,0.011160427,-0.673496192,2.117859946,0.205289024,-1,0,0,1,0,0,0,0,0
1.418453067,1.530307669,0.486287678,-0.810490479,1.393218565,0.025632328,1,0,0,0,1,0,0,0,0
-0.802435966,0.006776447,0.082772229,-0.749223462,1.755539256,-0.204315732,-1,0,0,1,0,0,0,0,0
0.282131131,0.546672274,0.646118842,-0.548098495,-0.418384886,-1.051210675,0,0,0,0,0,0,0,0,1
2.623945645,1.028878994,-2.987539966,2.294280683,0.306256494,-1.965494719,1,0,0,0,1,0,0,0,0
0.621903351,-0.417267991,-0.192386878,-0.275592334,1.755539256,0.318141426,-1,1,0,0,0,0,0,0,0
-0.722433132,0.339114345,-0.088021273,-0.853707387,1.030897875,0.711484915,-1,0,0,0,1,0,0,0,0
-0.26124715,0.981123374,0.160263619,-1.104676075,0.668577185,0.632562664,-1,1,0,0,0,0,0,0,0
-0.016036528,-1.026450239,0.564188556,0.855710958,-0.056064196,1.978249177,-1,0,0,0,1,0,0,0,0
1.67745635,-3.131779731,-1.19002983,3.763568838,-0.056064196,-2.774548165,1,0,0,0,0,1,0,0,0
0.73663157,-0.464557956,-0.338999604,-0.161624705,-0.780705577,0.227286028,-1,0,0,0,0,1,0,0,0
2.48886786,0.723526426,0.068159324,-1.197433742,1.755539256,-0.071249172,1,0,0,1,0,0,0,0,0
-0.506783411,-0.886235237,1.020043235,0.804483218,0.668577185,2.044884287,-1,0,1,0,0,0,0,0,0
1.728022391,-1.076111778,-4.165698854,3.280392689,-0.418384886,1.599096957,1,0,1,0,0,0,0,0,0
-1.088767973,-0.119073365,-0.557336026,-0.314528783,1.030897875,-0.011170634,-1,0,0,0,1,0,0,0,0
-0.508809689,0.381409848,0.31310985,-1.285380111,1.755539256,0.063466424,-1,1,0,0,0,0,0,0,0
2.254667857,-2.43630977,1.342095058,3.628707581,0.668577185,-3.874530671,1,1,0,0,0,0,0,0,0
1.144706139,-2.482301959,0.898293014,2.040081238,1.030897875,-0.846407966,1,1,0,0,0,0,0,0,0
0.044886248,0.702891521,0.092972623,-1.28268644,-0.418384886,0.263762225,-1,0,0,0,0,1,0,0,0
-0.686733658,-0.110587455,0.71318704,-0.670336971,-1.867667648,-0.395839771,0,0,0,0,0,0,0,0,1
-0.461612705,0.675077482,-0.065128224,-0.894146793,-0.418384886,-0.425289802,0,0,0,0,0,0,0,0,1
-1.054209321,0.436592665,0.655925999,-1.468233945,0.668577185,0.197277784,-1,0,0,0,1,0,0,0,0
-0.599760789,-0.476288079,-0.919090939,0.226618679,1.393218565,-0.164687695,-1,1,0,0,0,0,0,0,0
-0.900473058,-0.076573155,-0.636025799,-0.003781113,-0.780705577,-0.814023058,0,0,0,0,0,0,0,0,1
-0.70179528,0.407413621,-0.044466364,-0.868511511,1.030897875,-0.383129758,-1,1,0,0,0,0,0,0,0
-0.873287979,0.405581813,1.122360454,-1.019989768,-1.505346957,-0.313817431,0,0,0,0,0,0,1,0,0
-0.862516339,-1.058653532,0.2215684,0.438991373,1.755539256,1.035004336,-1,0,0,1,0,0,0,0,0
0.619085185,-0.261528471,-0.151806668,-0.433856101,-0.780705577,-0.021582853,0,0,0,0,0,0,0,1,0
0.875971669,0.46984168,-0.431677143,-0.395638184,-0.780705577,-0.764326934,0,0,0,0,0,0,1,0,0
-0.553835164,0.776315507,0.254715118,-1.394895577,-0.056064196,0.047719562,-1,0,0,1,0,0,0,0,0
-0.680766044,-0.181037715,0.491663491,-0.561225314,-0.056064196,-0.465918523,-1,0,1,0,0,0,0,0,0
-0.848226554,0.435232625,0.097942875,-0.317960828,-1.867667648,-1.177840708,0,0,0,0,0,0,0,0,1
-0.320981091,-0.964595833,-0.814382229,0.799410215,-1.505346957,-0.91066462,-1,0,1,0,0,0,0,0,0
-0.10639566,0.819284799,0.574869484,-1.395600187,-0.418384886,-0.166741339,-1,0,0,1,0,0,0,0,0
0.143291712,-1.025106324,0.633276857,0.532606496,1.393218565,1.411868832,-1,0,0,1,0,0,0,0,0
-0.749503705,0.316508732,0.312688359,-1.13286976,0.306256494,0.579253647,-1,0,1,0,0,0,0,0,0
1.109109094,-1.953458437,1.894152794,1.590361797,1.030897875,-0.603623004,1,0,1,0,0,0,0,0,0
1.547193068,-2.910860389,1.122149902,2.740477827,1.030897875,1.9508662,1,0,1,0,0,0,0,0,0
0.736507735,0.035058711,-0.230170239,-0.671435371,-0.780705577,0.242938026,0,0,0,0,0,0,0,1,0
-0.653565851,0.560979922,-0.936357331,-0.325157614,-0.418384886,0.138954936,0,0,0,0,0,0,0,1,0
0.448363185,-0.502862224,-0.553284252,0.178279776,-0.418384886,1.06959218,-1,0,0,0,1,0,0,0,0
0.522249816,0.748293439,0.248390781,-0.851932203,-1.505346957,-0.991938758,0,0,0,0,0,0,0,0,1
0.960408099,1.293986608,-0.721002047,-0.160332792,1.030897875,-0.606009295,1,0,0,1,0,0,0,0,0
2.786858852,0.97327942,0.447236925,-1.433296501,1.393218565,0.206188364,1,0,0,0,1,0,0,0,0
-0.925350363,-0.68025208,0.588712274,0.529264815,1.393218565,1.923909884,-1,1,0,0,0,0,0,0,0
-0.880705689,0.00872086,0.22699233,-1.039235616,1.030897875,-0.011906153,-1,0,0,1,0,0,0,0,0
0.814458873,1.838778382,1.758976543,-0.009530952,-0.780705577,-0.417288272,-1,1,0,0,0,0,0,0,0
0.699185666,-0.124258141,-0.242404604,-0.355730896,-1.867667648,-0.740258646,0,0,0,0,0,0,0,0,1
-1.051528202,-0.611278368,0.651154397,-0.208006263,-0.418384886,-0.215940937,0,0,0,0,0,0,0,0,1
-0.832463736,-0.593216214,-0.50122467,0.249903233,-1.143026267,-0.710752914,-1,0,0,0,1,0,0,0,0
-0.77055076,0.475050335,-0.3280352,-0.6525546,-0.418384886,-0.463222424,-1,0,0,1,0,0,0,0,0
-0.678171896,-0.296013791,-0.232281774,-0.373491959,0.306256494,0.318137196,-1,0,1,0,0,0,0,0,0
-0.977805379,-0.237732527,-0.523537462,-0.131300152,-0.418384886,-0.449123728,0,0,0,0,0,0,0,0,1
-0.293201348,-0.20972859,-0.082029852,-0.173107591,0.668577185,-0.844181906,-1,0,0,1,0,0,0,0,0
3.547562279,-0.135931718,0.399218966,0.416205713,1.393218565,2.224414185,1,0,0,1,0,0,0,0,0
0.245885518,-0.740255417,-0.772133616,0.594122523,-1.505346957,-0.91715385,-1,0,1,0,0,0,0,0,0
-0.813587044,-0.429559605,-0.086844955,-0.196128942,0.306256494,-0.41193165,-1,0,0,0,1,0,0,0,0
0.738987968,-0.483493145,-0.400754783,0.115152475,-1.143026267,-0.721378973,-1,0,1,0,0,0,0,0,0
-0.136281871,-1.062713057,0.972267779,0.606243336,1.393218565,1.443329833,-1,1,0,0,0,0,0,0,0
-0.825639946,0.477280409,0.302097387,-1.280679637,-0.780705577,-0.101215028,-1,0,0,0,1,0,0,0,0
-0.630414369,-0.743280726,-0.320459215,0.316612458,-0.780705577,-0.738069391,-1,1,0,0,0,0,0,0,0
1.916462981,-1.099096575,0.704730555,0.507735842,-0.056064196,1.185358685,1,0,0,0,0,1,0,0,0
-0.71642711,-0.589131044,-0.435487997,0.20549458,-1.867667648,-0.686423648,-1,0,0,0,0,1,0,0,0
0.288421527,0.740093938,0.005164233,-1.203547227,-1.143026267,0.18762525,-1,0,1,0,0,0,0,0,0
0.100128997,-1.049497737,0.307721,0.579211951,2.117859946,1.418879196,-1,0,0,1,0,0,0,0,0
2.858679172,-2.940006107,-0.351379152,3.140800756,0.668577185,-2.265742927,1,1,0,0,0,0,0,0,0
1.389932377,-1.031392417,-0.832464728,0.75568142,2.117859946,1.00530439,1,0,0,1,0,0,0,0,0
-0.650928995,-0.893172291,0.834154827,0.599441982,2.117859946,1.745160991,-1,0,0,1,0,0,0,0,0
-0.777031381,-0.940227293,0.516945927,0.529906848,0.668577185,1.559904536,-1,0,0,0,1,0,0,0,0
1.251955336,1.318767695,0.514650725,0.853577501,1.755539256,-2.408998205,1,1,0,0,0,0,0,0,0
0.088340696,0.733442609,0.101556587,-0.624911645,-0.780705577,-0.874969646,0,0,0,0,0,0,0,0,1
-0.933909953,-0.909816728,-0.851449127,0.69340193,-1.505346957,-0.707069273,-1,0,1,0,0,0,0,0,0
1.550488574,2.66232153,-0.480706025,0.690962413,1.030897875,0.18070276,1,0,0,0,1,0,0,0,0
0.634149356,0.391912289,-0.184920207,-0.941652309,0.668577185,0.293086695,-1,0,0,1,0,0,0,0,0
-1.089761689,0.901075999,-1.107039381,0.25798137,0.668577185,-1.074190075,1,0,1,0,0,0,0,0,0
1.412867819,2.41098613,0.220307622,0.337904158,1.030897875,0.938247321,1,1,0,0,0,0,0,0,0
-0.274626094,-0.13738072,0.023972627,-0.658556116,1.030897875,0.211146579,-1,1,0,0,0,0,0,0,0
-0.464518562,0.252200279,-0.443705848,-0.4890882,0.306256494,0.867749894,-1,0,0,0,1,0,0,0,0
-0.107561287,0.381802041,-0.189802221,-0.896494765,-1.143026267,0.477538573,0,0,0,0,0,0,1,0,0
0.913463798,-0.421232835,-0.208121327,-0.093151617,-0.418384886,-0.566003356,-1,1,0,0,0,0,0,0,0
-1.022536283,0.525026859,-0.344021105,-0.837871062,-0.056064196,0.003723549,-1,0,0,0,0,1,0,0,0
-0.110244988,0.54574734,0.319275138,-1.381599621,-1.143026267,-0.007436998,-1,0,0,0,0,1,0,0,0
1.588776881,0.929477909,0.356912517,-1.420451917,-0.418384886,0.157531556,1,0,1,0,0,0,0,0,0
2.286291832,0.22427813,0.690928573,-0.79978648,1.393218565,-0.625837989,1,1,0,0,0,0,0,0,0
-0.72197591,0.390442583,0.160183116,-1.053611983,0.306256494,0.675393152,-1,0,0,0,1,0,0,0,0
-1.010082686,-1.023546006,0.542306075,0.622833316,1.030897875,1.586683655,-1,0,0,1,0,0,0,0,0
-0.451904734,0.709885079,0.685439018,-0.700203271,-0.056064196,-0.907991958,0,0,0,0,0,0,1,0,0
-0.407775891,-0.106470986,-0.663199394,-0.234730252,-0.056064196,0.512226903,-1,0,1,0,0,0,0,0,0
0.259129484,-0.331385245,-0.332766178,-0.254385727,0.306256494,0.546471714,-1,0,0,0,1,0,0,0,0
-0.709971442,-0.217566594,0.371073397,-0.092199013,-1.143026267,-1.122198446,0,0,0,0,0,0,0,1,0
-0.966402891,-1.007504103,0.436505368,0.718172168,0.306256494,1.782666077,-1,0,0,0,1,0,0,0,0
0.491684783,2.143473576,2.094755274,0.372178279,-0.056064196,-0.098820817,-1,1,0,0,0,0,0,0,0
0.870048852,-0.496854284,-1.461203803,0.645946418,0.668577185,0.714884797,-1,0,0,1,0,0,0,0,0
-1.038113628,-0.593889554,-0.581499635,0.222684181,-1.505346957,-0.536469409,-1,0,0,0,0,1,0,0,0
-0.991252249,0.420837515,-0.063722449,-1.024202158,-0.056064196,0.445322803,-1,0,0,0,1,0,0,0,0
2.140746728,-0.63485715,-3.768518052,2.621911152,0.668577185,-0.548234144,1,0,0,0,0,1,0,0,0
1.562547231,0.276040072,0.400647471,-0.856259321,1.030897875,-0.568338355,1,0,0,1,0,0,0,0,0
0.641630538,-0.693330579,-0.573112514,0.403270598,-0.056064196,-0.791123731,-1,0,0,1,0,0,0,0,0
2.133078193,-0.457429931,1.770140736,0.137012318,0.668577185,1.113229232,1,0,0,1,0,0,0,0,0
-1.073359254,-0.737908174,-0.577868203,0.407089135,-1.505346957,-0.701082373,-1,0,0,0,0,1,0,0,0
-0.22389185,-0.740548161,-0.627159185,0.495833332,-1.505346957,-0.85376121,-1,0,0,0,0,1,0,0,0
-0.493916051,0.68910211,0.079756808,-1.19891365,-0.056064196,-0.088124366,-1,0,0,1,0,0,0,0,0
0.762706911,2.432185948,1.900961211,0.523339465,-1.143026267,0.157121847,-1,0,0,0,1,0,0,0,0
0.966517314,-1.353412519,-1.350929768,1.372319215,1.393218565,1.219546622,1,0,0,1,0,0,0,0,0
-0.473594221,-0.549259688,-0.460117045,0.17116712,-1.867667648,-0.65903485,-1,0,0,0,0,1,0,0,0
0.26159797,-0.624968101,-0.560577863,0.338573811,-1.867667648,-0.788464806,-1,0,0,0,0,1,0,0,0
-0.550870445,-0.08453295,0.410018265,-0.089294048,1.030897875,1.658684443,-1,0,0,0,1,0,0,0,0
0.712677749,-0.606583441,-0.37842767,0.140722282,-0.056064196,-0.549146034,-1,0,0,1,0,0,0,0,0
3.491379225,0.241985817,1.434511625,-0.862234886,0.306256494,0.10912124,1,0,1,0,0,0,0,0,0
-1.063670638,2.574644284,2.235697482,0.830098106,-0.780705577,0.084478064,-1,1,0,0,0,0,0,0,0
-0.724027022,-1.036440287,0.558455846,0.511322367,-0.780705577,1.341721575,-1,0,0,0,0,1,0,0,0
-0.646850343,0.306582813,0.185304727,-0.433045889,1.755539256,-1.0294065,-1,1,0,0,0,0,0,0,0
-0.354244731,-0.510814807,-0.649541819,0.342085402,-0.418384886,-0.896973591,-1,1,0,0,0,0,0,0,0
0.81206146,-0.945656849,-0.932752417,0.659003184,0.306256494,-0.308898803,-1,0,0,1,0,0,0,0,0
-0.24394242,-0.849805464,-0.827428091,0.468292046,-0.780705577,0.015887161,-1,0,0,0,0,1,0,0,0
-0.621330715,-0.095009392,0.264281993,-0.266145783,-1.505346957,-0.981494284,0,0,0,0,0,0,1,0,0
-1.035342855,-1.31824373,-1.06784237,1.242419642,-0.780705577,-0.943355694,-1,0,1,0,0,0,0,0,0
